movie_id,title,director_name,writer_name,country
50_Ways_of_Saying_Fabulous,50 Ways of Saying Fabulous,NOT_FOUND,NOT_FOUND,New Zealand
50_to_1,50 to 1,Jim Wilson (producer),Jim Wilson (producer),United States
5150_Elm's_Way,5150 Elm's Way,Éric Tessier,Patrick Senécal,Canada
51_(film),51,Jason Connery,Kenny Yakkel,United States
51_Birch_Street,51 Birch Street,Doug Block,Doug Block,United States
52_Pick-Up,52 Pick-Up,John Frankenheimer,John Steppling|Elmore Leonard,United States
52_Tuesdays,52 Tuesdays,Sophie Hyde,NOT_FOUND,Australia
54_(film),54,Mark Christopher (director),Mark Christopher (director),United States
54_Days,54 Days,Tim R. Lea,Tim R. Lea,Australia
55_Days_at_Peking,55 Days at Peking,Andrew Marton|Guy Green (filmmaker)|Nicholas Ray,Robert Hamer|Philip Yordan|Bernard Gordon (writer)|Ben Barzman,United States
588_rue_paradis,588 rue paradis,Henri Verneuil,Henri Verneuil,France
5_Against_the_House,5 Against the House,Phil Karlson,Frank Tashlin|Stirling Silliphant|William Bowers,United States
5_Broken_Cameras,5 Broken Cameras,Guy Davidi|Emad Burnat,Guy Davidi,State_of_Palestine|Israel|France
5_Card_Stud,5 Card Stud,Henry Hathaway,Marguerite Roberts,United States
5_Card_Stud_(2002_film),5 Card Stud,Hank Saroyan,Lawrence H. Toffler,United States
5_Days_of_War,5 Days of War,Renny Harlin,David Battle|Mikko Alanne,United States
5_Fingers,5 Fingers,Joseph L. Mankiewicz,Joseph L. Mankiewicz|Michael Wilson (writer),United States
5_Flights_Up,5 Flights Up,Richard Loncraine,Charlie Peters,United States
5_Steps_to_Danger,5 Steps to Danger,Henry S. Kesler,Henry S. Kesler|Donald Hamilton,United States
5_Sundarikal,5 Sundarikal,Anwar Rasheed|Aashiq Abu|Amal Neerad|Sameer Thahir,Sijoy varghese|Hashir Mohamed|Unni R.|Siddharth Bharathan,India
5_to_7,5 to 7,Victor Levin,Victor Levin,United States
5x2,5x2,François Ozon,François Ozon|Emmanuèle Bernheim,France
"6,000_Enemies","6,000 Enemies",George B. Seitz,NOT_FOUND,United States
6-5=2,6-5=2,K S Ashoka,NOT_FOUND,India
600_Miles,600 Miles,Gabriel Ripstein,Gabriel Ripstein,Mexico
61*,61*,Billy Crystal,Hank Steinberg,United States
633_Squadron,633 Squadron,Walter Grauman,Howard Koch (screenwriter)|Frederick E. Smith|James Clavell,United Kingdom
638_Ways_to_Kill_Castro,638 Ways to Kill Castro,Dollan Cannell,NOT_FOUND,United_Kingdom
65_Redroses,65_Redroses,Nimisha Mukerji,Nettie Wild,Canada
69_(film),69,Lee Sang-il (film director),Kankuro Kudo,Japan
6_Years,6 Years,Hannah Fidell,Hannah Fidell,United States
711_Ocean_Drive,711 Ocean Drive,Joseph M. Newman,Francis Swann,United States
71:_Into_the_Fire,71: Into the Fire,John H. Lee (director),John H. Lee (director),South Korea
71_Fragments_of_a_Chronology_of_Chance,71 Fragments of a Chronology of Chance,Michael Haneke,Michael Haneke,Austria|Germany
72_Meters,72 Meters,Vladimir Khotinenko,NOT_FOUND,Russia
72_Tenants_of_Prosperity,72 Tenants of Prosperity,Eric Tsang|Patrick Kong,Wong Yeung Tat|Patrick Kong,Hong Kong
7:19,7:19,NOT_FOUND,NOT_FOUND,Mexico
7G_Rainbow_Colony,7G Rainbow Colony,Selvaraghavan,Selvaraghavan,India
7_Chinese_Brothers,7 Chinese Brothers,Bob Byington,Bob Byington,United_States
7_Days_(film),7 Days,Daniel Grou,Patrick Senécal,Canada
7_Days_in_Havana,7 Days in Havana,Gaspar Noé|Pablo Trapero|Laurent Cantet|Benicio del Toro|Julio Médem|Juan Carlos Tabío|Elia Suleiman,Leonardo Padura Fuentes,Spain|France
7_Faces_of_Dr._Lao,7 Faces of Dr. Lao,George Pal,Charles Beaumont|Ben Hecht,United States
7_Khoon_Maaf,7 Khoon Maaf,Vishal Bhardwaj,Matthew Robbins (screenwriter)|Vishal Bhardwaj,India
7_Minutes,7 Minutes,Jay Martin,Jay Martin,United States
7_Virgins,7 Virgins,Alberto Rodríguez Librero,NOT_FOUND,Spain
7_Women,7 Women,John Ford,NOT_FOUND,United States
7_Years_(film),7 Years,NOT_FOUND,NOT_FOUND,France
7th_Cavalry_(film),7th Cavalry,Joseph H. Lewis (director),NOT_FOUND,United States
7th_Heaven_(1927_film),7th Heaven,Frank Borzage,Harry H. Caldwell|Benjamin Glazer|Bernard Vorhaus,United States
"80,000_Suspects","80,000 Suspects",Val Guest,Val Guest,United Kingdom
800_Bullets,800 Bullets,Álex de la Iglesia,Álex de la Iglesia,Spain
80_Minutes,80 Minutes,Thomas Jahn,Thomas Jahn,Germany
80_Steps_to_Jonah,80 Steps to Jonah,Gerd Oswald,NOT_FOUND,United States
84_Charing_Cross_Road_(film),84 Charing Cross Road,David Jones (director),Hugh Whitemore,United Kingdom|United States
88_(film),88,April Mullen,NOT_FOUND,Canada
88_Minutes,88 Minutes,Jon Avnet,Gary Scott Thompson,United States
8:_The_Mormon_Proposition,8: The Mormon Proposition,Steven Greenstreet|Reed Cowan,Reed Cowan,United_States
8_(2008_film),8,Gaspar Noé|Gus Van Sant|Gael García Bernal|Wim Wenders|Jan Kounen|Abderrahmane Sissako|Jane Campion|Mira Nair,NOT_FOUND,France
8_Heads_in_a_Duffel_Bag,8 Heads in a Duffel Bag,Tom Schulman,Tom Schulman,United Kingdom|United States
8_Mile_(film),8 Mile,Curtis Hanson,Scott Silver,United States
8_Million_Ways_to_Die,8 Million Ways to Die,Hal Ashby,Lawrence Block|Robert Towne|Oliver Stone,United States
8_Seconds,8 Seconds,John G. Avildsen,Monte Merrick,United States
8_Women,8 Women,François Ozon,Marina de Van,"* France
* Italy"
8mm_(film),8mm,Joel Schumacher,Andrew Kevin Walker,US|Germany
8mm_2,8MM 2,J. S. Cardone,NOT_FOUND,Hungary|United States
9-Man_(film),9-Man,Ursula Liang,NOT_FOUND,United States
9/11:_The_Twin_Towers,Inside the Twin Towers,Richard Dale,Andrew Bampfield,United States
90_Minutes_in_Heaven_(film),90 Minutes in Heaven,Michael Polish,Michael Polish,United States
93_Days,93 Days,Steve Gukas,Paul Rowlston,Nigeria
9500_Liberty,9500 Liberty,Annabel Park|Eric Byler,NOT_FOUND,United States
95_Miles_to_Go,95 Miles to Go,Tom Caltabiano,NOT_FOUND,NOT_FOUND
964_Pinocchio,964 Pinocchio,Shozin Fukui,Shozin Fukui,Japan
96_Minutes,96 Minutes,NOT_FOUND,NOT_FOUND,United States
976-EVIL,976-EVIL,Robert Englund,Brian Helgeland,United_States
976-Evil_II,976-EVIL II,Jim Wynorski,NOT_FOUND,United States
977_(film),977,Nikolay Khomeriki,Aleksandr Rodionov|Nikolay Khomeriki,Russia
99_(1918_film),99,Michael Curtiz,Iván Siklósi|R. F. Foster,Austria-Hungary
99_(2009_film),99,Raj Nidimoru and Krishna D.K.,Raj Nidimoru and Krishna D.K.,India
99_Francs_(film),99 Francs,Jan Kounen,Nicolas & Bruno|Jan Kounen,France
99_Homes,99 Homes,Ramin Bahrani,Amir Naderi,United States
99_River_Street,99 River Street,Phil Karlson,NOT_FOUND,United States
99_and_44/100%25_Dead,99 and 44/100% Dead,John Frankenheimer,Robert Dillon,United States
9_(2005_film),9,Shane Acker,Shane Acker,United States
9_(2009_animated_film),9,Shane Acker,Pamela Pettler,United States
9_Full_Moons,9 Full Moons,NOT_FOUND,NOT_FOUND,United States
9_Songs,9 Songs,Michael Winterbottom,Michael Winterbottom,United Kingdom
9_Souls,9 Souls,Toshiaki Toyoda,NOT_FOUND,Japan
A-Haunting_We_Will_Go_(1942_film),A-Haunting We Will Go,Alfred L. Werker,Stanley Rauh|Lou Breslow,United States
A.I._Artificial_Intelligence,A.I. Artificial Intelligence,Steven Spielberg,Steven Spielberg,United States
A.K._(film),A.K.,Chris Marker,Chris Marker,France
A/k/a_Tommy_Chong,a/k/a Tommy Chong,Josh Gilbert (filmmaker),Josh Gilbert (filmmaker),NOT_FOUND
ABBA:_The_Movie,ABBA: The Movie,Lasse Hallström,Robert Caswell|Lasse Hallström,Australia
ABCD:_American-Born_Confused_Desi,ABCD: American-Born Confused Desi,Martin Prakkat,Martin Prakkat,India
ABCD_(film),ABCD,Saravana Subbiah,Saravana Subbiah,India
ABC_Africa,ABC Africa,Abbas Kiarostami,NOT_FOUND,Iran
AKA_(film),AKA,Duncan Roy,Duncan Roy,United Kingdom
ALTO_(film),Alto,Mikki del Monico,Mikki del Monico,USA
AM1200_(film),AM1200,NOT_FOUND,NOT_FOUND,United States
ARQ_(film),ARQ,Tony Elliott,Tony Elliott,United States|Canada
ATL_(film),ATL,Chris Robinson (director),NOT_FOUND,United States
ATM_(2012_film),ATM,David Brooks,Chris Sparling,United States
ATM_(2015_film),ATM,NOT_FOUND,NOT_FOUND,India
AVH:_Alien_vs._Hunter,AvH: Alien vs. Hunter,Scott Harper,David Michael Latt,United States
A_(1965_film),A,Jan Lenica,Jan Lenica,West Germany
A_(1998_Japanese_film),A,Tatsuya Mori,NOT_FOUND,Japan
A_(1998_Kannada_film),A,Upendra (actor),Upendra (actor),India
A_Barefoot_Dream,A Barefoot Dream,Kim Tae-kyun (director),Kim Gwang-hun,South Korea
A_Beautiful_Planet,A Beautiful Planet,Toni Myers,Toni Myers,United States
A_Better_Tomorrow,A Better Tomorrow,John Woo,NOT_FOUND,British_Hong_Kong
A_Better_Tomorrow_(2010_film),A Better Tomorrow,Song Hae-sung,NOT_FOUND,South Korea
A_Bill_of_Divorcement_(1922_film),A Bill of Divorcement,Denison Clift,Clemence Dane,United Kingdom
A_Bill_of_Divorcement_(1932_film),A Bill of Divorcement,George Cukor,Howard Estabrook|Clemence Dane,United_States
A_Bill_of_Divorcement_(1940_film),A Bill of Divorcement,John Farrow,Dalton Trumbo,United States
A_Billion_Lives,A Billion Lives,Aaron Biebert,NOT_FOUND,NOT_FOUND
A_Black_Ribbon_for_Deborah,A Black Ribbon for Deborah,Marcello Andrei,NOT_FOUND,Italy
A_Black_Veil_for_Lisa,A Black Veil for Lisa,Massimo Dallamano,Massimo Dallamano,West Germany|Italy
A_Blade_in_the_Dark,A Blade in the Dark,Lamberto Bava,Dardano Sacchetti,Italy
A_Blank_on_the_Map,A Blank on the Map,NOT_FOUND,NOT_FOUND,United Kingdom
A_Blood_Pledge,A Blood Pledge,Jong-yong Lee,Jong-yong Lee,South Korea
A_Bloody_Aria,A Bloody Aria,Won Shin-yun,Won Shin-yun,South_Korea
A_Bomb_Was_Stolen,A Bomb Was Stolen,Ion Popescu-Gopo,Ion Popescu-Gopo,Romania
A_Bottle_in_the_Gaza_Sea,A Bottle in the Gaza Sea,Thierry Binisti,"Thierry Binisti, Valérie Zenatti",Israel
A_Boy_and_His_Samurai,A Boy and His Samurai,Yoshihiro Nakamura,Yoshihiro Nakamura,Japan
A_Boy_from_Calabria,A Boy from Calabria,Luigi Comencini,NOT_FOUND,NOT_FOUND
A_Boyfriend_for_Christmas,A Boyfriend for Christmas,Kevin Connor (director),Roger Schroeder,United States
A_Brand_New_Life_(1973_film),A Brand New Life,Sam O'Steen,Peggy Chantler Dick,United States
A_Brand_New_Life_(2009_film),A Brand New Life,NOT_FOUND,NOT_FOUND,South_Korea
A_Bride_for_Henry,A Bride for Henry,William Nigh,NOT_FOUND,United States
A_Bright_Shining_Lie_(film),A Bright Shining Lie,Terry George,NOT_FOUND,United States
A_Brokedown_Melody,A Brokedown Melody,Jack Johnson (musician),NOT_FOUND,NOT_FOUND
A_Bronx_Morning,A Bronx Morning,Jay Leyda,NOT_FOUND,United States
A_Bucket_of_Blood,A Bucket of Blood,Roger Corman,Charles B. Griffith,United States
A_Bucket_of_Blood_(1995_film),A Bucket of Blood,Michael McDonald (actor),NOT_FOUND,Cinema_of_the_United_States
A_Buddha,A Buddha,Diego Rafecas,Diego Rafecas,Argentina
A_Bullet_for_Pretty_Boy,A Bullet for Pretty Boy,Larry Buchanan|Maury Dexter,Henry Rosenbaum,United States
A_Bullet_for_Sandoval,A Bullet for Sandoval,NOT_FOUND,NOT_FOUND,NOT_FOUND
A_Busy_Day,A Busy Day,Mack Sennett,NOT_FOUND,United States
A_Castle_in_Italy,A Castle in Italy,Valeria Bruni Tedeschi,Valeria Bruni Tedeschi|Noémie Lvovsky,France
A_Chairy_Tale,A Chairy Tale,Norman McLaren|Evelyn Lambart|Claude Jutra,NOT_FOUND,Canada
A_Chance_of_Snow,A Chance of Snow,Tony Bill,NOT_FOUND,United States
A_Change_of_Seasons_(film),A Change of Seasons,NOT_FOUND,Ronni Kern|Erich Segal,United States
A_Cheerful_Gang_Turns_the_Earth,A Cheerful Gang Turns the Earth,NOT_FOUND,NOT_FOUND,Japan
A_Chinese_Ghost_Story,A Chinese Ghost Story,Ching Siu-Tung,NOT_FOUND,Hong Kong
A_Chinese_Ghost_Story_(2011_film),A Chinese Ghost Story,Wilson Yip,NOT_FOUND,China|Hong Kong
A_Chinese_Ghost_Story_III,A Chinese Ghost Story III,Ching Siu-tung,Tsui Hark,Hong_Kong
A_Christmas_Carol_(1908_film),A Christmas Carol,NOT_FOUND,Charles Dickens,United States
A_Christmas_Carol_(1910_film),A Christmas Carol,J. Searle Dawley,NOT_FOUND,United States
A_Christmas_Carol_(1938_film),A Christmas Carol,Edwin L. Marin,Hugo Butler,United States
A_Christmas_Carol_(1960_film),A Christmas Carol,Robert Hartford-Davis,Robert Hartford-Davis,United Kingdom
A_Christmas_Carol_(1971_film),A Christmas Carol,Richard Williams (animator),Charles Dickens,United_States
A_Christmas_Carol_(1984_film),A Christmas Carol,Clive Donner,NOT_FOUND,United Kingdom|United States
A_Christmas_Carol_(1997_film),A Christmas Carol,NOT_FOUND,Jymn Magon|Charles Dickens,United States
A_Christmas_Carol_(1999_film),A Christmas Carol,David Jones (director),NOT_FOUND,United Kingdom|United States
A_Christmas_Carol_(2000_film),A Christmas Carol,Catherine Morshead,Peter Bowker,NOT_FOUND
A_Christmas_Carol_(2004_film),A Christmas Carol,Arthur Allan Seidelman,Mike Ockrent|Lynn Ahrens|Charles Dickens,Hungary|United States
A_Christmas_Carol_(2006_film),A Christmas Carol,NOT_FOUND,Charles Dickens,United States
A_Christmas_Carol_(2009_film),A Christmas Carol,Robert Zemeckis,Robert Zemeckis,United States
A_Christmas_Horror_Story,A Christmas Horror Story,NOT_FOUND,NOT_FOUND,Canada
A_Christmas_Kiss,A Christmas Kiss,John Stimpson,Joany Kane,United States
A_Christmas_Melody,A Christmas Melody,Mariah Carey,NOT_FOUND,United States
A_Christmas_Romance,A Christmas Romance,Sheldon Larry,Darrah Cloud,United_States
A_Christmas_Visitor,A Christmas Visitor,Christopher Leitch,George Samerjan|David Saperstein,United States
A_Cinderella_Story:_If_the_Shoe_Fits,A Cinderella Story: If the Shoe Fits,Michelle Johnston,Elena Song,United States
A_Cinderella_Story:_Once_Upon_a_Song,A Cinderella Story: Once Upon a Song,Damon Santostefano,Erik Patterson,United States
A_City_of_Sadness,A City of Sadness,Hou Hsiao-Hsien,Chu Tien-wen|Wu Nien-jen,Taiwan
A_Coffee_In_Berlin,Oh Boy,Jan-Ole Gerster,NOT_FOUND,Germany
A_Cold_Night's_Death,A Cold Night's Death,Jerrold Freedman,NOT_FOUND,United States
A_Company_Man,A Company Man,Im Sang-yoon,Im Sang-yoon,South Korea
A_Connecticut_Yankee_in_King_Arthur's_Court_(1921_film),A Connecticut Yankee in King Arthur's Court,Emmett J. Flynn,Berhard McConville,United States
A_Connecticut_Yankee_in_King_Arthur's_Court_(1949_film),A Connecticut Yankee in King Arthur's Court,Tay Garnett,Edmund Beloin,United States
A_Constant_Forge,A Constant Forge,NOT_FOUND,NOT_FOUND,United States
A_Cooler_Climate,A Cooler Climate,Susan Seidelman,Zena Collier|Marsha Norman,NOT_FOUND
A_Corner_in_Wheat,A Corner in Wheat,D W Griffith,Frank Norris,United States
A_Cosmic_Christmas,A Cosmic Christmas,Clive A. Smith,NOT_FOUND,Canada
A_Covenant_with_Death,A Covenant with Death,Lamont Johnson,NOT_FOUND,United States
A_Crack_in_the_Floor,A Crack in the Floor,Corbin Timbrook,Sean Stanek,United States
A_Crude_Awakening:_The_Oil_Crash,A Crude Awakening,NOT_FOUND,NOT_FOUND,Switzerland
A_Cry_in_the_Wild,A Cry in the Wild,Mark Griffiths,Gary Paulsen,USA
A_Cure_for_Wellness,A Cure for Wellness,Gore Verbinski,Justin Haythe,United States|Germany
A_Dandy_in_Aspic,A Dandy in Aspic,Anthony Mann,Derek Marlowe,United Kingdom
A_Dangerous_Game_(1924_film),A Dangerous Game,Harry Piel,Edmund Heuberger|Harry Piel,Germany
A_Date_for_Mad_Mary,A Date for Mad Mary,NOT_FOUND,NOT_FOUND,Cinema_of_Ireland
A_Daughter's_Nightmare,A Daughter's Nightmare,Vic Sarin,Shelley Gillen,Canada
A_Day_at_the_Beach,A Day at the Beach,NOT_FOUND,Roman Polanski,United Kingdom
A_Day_in_the_Death_of_Joe_Egg_(film),A Day in the Death of Joe Egg,Peter Medak,Peter Nichols,United Kingdom
A_Death_in_the_Gunj,A Death In The Gunj,Konkona Sen Sharma,Konkona Sen Sharma,India
A_Decent_Man_(2015_French_film),A Decent Man,Emmanuel Finkiel,Emmanuel Finkiel,France
A_Decent_Man_(2015_Swiss_film),A Decent Man,Micha Lewinsky,Micha Lewinsky,Switzerland
A_Different_Loyalty,A Different Loyalty,Marek Kanievska,Jim Piddock,Canada|United_States
A_Different_Story,A Different Story,NOT_FOUND,Henry Olek,United States
A_Difficult_Life,A Difficult Life,Dino Risi,Rodolfo Sonego,NOT_FOUND
A_Distant_Trumpet,A Distant Trumpet,Raoul Walsh,John Twist,United States
A_Dog's_Breakfast,A Dog's Breakfast,David Hewlett,David Hewlett,Canada
A_Dog's_Purpose_(film),A Dog's Purpose,Lasse Hallström,Audrey Wells,United States
A_Dog_of_Flanders_(1935_film),A Dog of Flanders,James Anderson (director)|Edward Sloman,Dorothy Yost,United States
A_Dog_of_Flanders_(1959_film),A Dog of Flanders,James B. Clark (director),NOT_FOUND,United States
A_Dog_of_Flanders_(1999_film),A Dog of Flanders,Kevin Brodie,Kevin Brodie,United States
A_Doll's_House_(1917_film),A Doll's House,Joe De Grasse,Joe De Grasse,United States
A_Doll's_House_(1918_film),A Doll's House,Maurice Tourneur,Charles Maigne,United States
A_Doll's_House_(1922_film),A Doll's House,Charles Bryant (actor),Peter M. Winters,United States
A_Doll's_House_(1943_film),A Doll's House,Ernesto Arancibia,Alejandro Casona,Argentina
A_Doll's_House_(1959_film),A Doll's House,George Schaefer (director),Henrik Ibsen|James Costigan,United States
A_Doll's_House_(1973_Garland_film),A Doll's House,Patrick Garland,Christopher Hampton,United Kingdom
A_Doll's_House_(1973_Losey_film),A Doll's House,Joseph Losey,Henrik Ibsen|David Mercer (playwright),United Kingdom|France
A_Dragon_Arrives!,A Dragon Arrives!,Mani Haghighi,Mani Haghighi,Iran
A_Dream_of_Kings_(film),A Dream of Kings,Daniel Mann,Ian McLellan Hunter|Harry Mark Petrakis,United States
A_Dream_of_Passion,A Dream of Passion,Jules Dassin,Jules Dassin|Euripides,Greece
A_Driver_for_Vera,A Driver for Vera,Pavel Chukhraj,Pavel Chukhraj,Russia|Ukraine
A_Family_Affair_(1937_film),A Family Affair,George B. Seitz|James Dugan,Hugo Butler,United States
A_Family_Affair_(1984_film),A Family Affair,Dean Shek,Lee Chun,Hong Kong
A_Family_Affair_(2001_film),A Family Affair,NOT_FOUND,NOT_FOUND,United States
A_Family_Thanksgiving,A Family Thanksgiving,Neill Fearnley,Emily Baer,United States
A_Fan's_Notes_(film),A Fan's Notes,Eric Till,Frederick Earl Exley,Canada
A_Feather_in_Her_Hat,A Feather in Her Hat,Alfred Santell,NOT_FOUND,United States
A_Few_Cubic_Meters_of_Love,A Few Cubic Meters of Love,NOT_FOUND,NOT_FOUND,Afghanistan|Iran
A_Few_Hours_of_Spring,A Few Hours of Spring,Stéphane Brizé,Stéphane Brizé,NOT_FOUND
A_Few_Kilos_of_Dates_for_a_Funeral,A Few Kilos of Dates for a Funeral,Saman Salur,NOT_FOUND,Iran
A_Fighter's_Blues,A Fighter's Blues,Daniel Lee (film director),Daniel Lee (film director),Hong Kong
A_Fighting_Man,A Fighting Man,Damian Lee,Damian Lee,Canada
A_Fish_in_the_Bathtub,A Fish in the Bathtub,Joan Micklin Silver,NOT_FOUND,United States
A_Flat_for_Three,A Flat for Three,Carlo Verdone,Carlo Verdone,Italy
A_Flintstones_Christmas_Carol,A Flintstones Christmas Carol,NOT_FOUND,NOT_FOUND,United States
A_Florida_Enchantment,A Florida Enchantment,Sidney Drew,Eugene Mullin|Marguerite Bertsch,United States
A_Fool,A Fool,Chen Jianbin,NOT_FOUND,China
A_Foreign_Affair,A Foreign Affair,Billy Wilder,Richard L. Breen,United States
A_Fox's_Tale,A Fox's Tale,György Gát,György Gát,Hungary
A_Free_Woman,A Free Woman,Vittorio Cottafavi,Oreste Biancoli,Italy
A_Frozen_Flower,A Frozen Flower,Yoo Ha,Yoo Ha,South_Korea
A_Game_of_Death,A Game of Death,Robert Wise,Norman Houston,United States
A_Gathering_of_Eagles,A Gathering of Eagles,Delbert Mann,Robert Pirosh|Sy Bartlett,United States
A_Geisha,A Geisha,Kenji Mizoguchi,Yoshikata Yoda|Matsutaro Kawaguchi,Japan
A_Girl_Called_Jules,A Girl Called Jules,Tonino Valerii,NOT_FOUND,Italy|France
A_Girl_Like_Her,A Girl Like Her,Ann Fessler,NOT_FOUND,United States
A_Girl_Like_Her_(2015_film),A Girl Like Her,Amy S. Weber,NOT_FOUND,United States
A_Girl_Named_Sooner,A Girl Named Sooner,Delbert Mann,NOT_FOUND,United States
A_Girl_at_My_Door,A Girl at My Door,July Jung,July Jung,South Korea
A_Girl_in_Australia,A Girl in Australia,Luigi Zampa,Luigi Zampa|Rodolfo Sonego,Italy
A_Girl_in_Black,A Girl in Black,Michael Cacoyannis,Michael Cacoyannis,Greece
A_Girl_in_the_River:_The_Price_of_Forgiveness,A Girl in the River: The Price of Forgiveness,Sharmeen Obaid-Chinoy,NOT_FOUND,US/Pakistan
A_Golden_Boy,A Golden Boy,Pupi Avati,Pupi Avati,Italy
A_Good_Man_(2011_film),A Good Man,Gordon Quinn,NOT_FOUND,United States
A_Good_Man_(2014_film),A Good Man,Keoni Waxman,"* Jason Rainwater
* Keoni Waxman",* United States
A_Good_Marriage_(film),A Good Marriage,Peter Askin,Stephen King,United States
A_Good_Wife,A Good Wife,Mirjana Karanović,Mirjana Karanović,Serbia
A_Great_Wall,A Great Wall,Peter Wang,Peter Wang,United States
A_Grim_Becoming,A Grim Becoming,Adam R. Steigert,"T.R. Smith,|Janeen Avery,|Adam R. Steigert|Christopher Brechtel,|Mark Mendola,",United States
A_Gun_for_Jennifer,A Gun for Jennifer,Todd Morris,Deborah Twiss,United States
A_Gun_in_Each_Hand,A Gun in Each Hand,Cesc Gay,NOT_FOUND,Spain
A_Gunfight,A Gunfight,Lamont Johnson,Harold Jack Bloom,United States
